,uid,label,mean_step_speed,stddev_step_speed,track_length,e2e_distance,duration,accel,curvature
0,lab_0_0,0,0.1730878285772176,0.1001409519881381,51.926348573165285,40.40877174574849,300.0,-0.08458487452921654,0.5616404605934249
1,lab_0_1,0,0.1650476614328481,0.086193635431401,49.51429842985444,32.95732246405949,300.0,-0.09711761910775847,0.5648142596299418
2,lab_0_2,0,0.1673881257056784,0.0991769733325554,50.216437711703534,31.649486141168214,300.0,-0.15183101474930819,0.5636560763083872
3,lab_0_3,0,0.2159269217761839,0.109796984410297,64.77807653285518,42.52494808932751,300.0,0.08211858597283618,0.5593641408402391
4,lab_0_4,0,0.0977859589306089,0.0969844810748326,29.33578767918268,1.616935682085197,300.0,0.06426592308735732,0.5496916591862886
5,lab_0_5,1,3.263915719831237,0.7418042588539931,381.8781392202548,339.8043588243093,117.0,0.2016914719557665,0.5428572304741954
6,lab_0_6,1,1.950491820178968,0.821394668120148,306.22721576809795,147.71040836718308,157.0,-0.6925744423936561,0.5533078566112373
7,lab_1_0,1,4.621280730051717,2.5911162743856155,1386.384219015515,961.6761409123136,300.0,-0.3295652892181749,0.6162576309372244
8,lab_1_1,0,0.1252839162970798,0.0069354392266313,37.58517488912395,36.49657518178932,300.0,0.006342880367929316,0.5412053743438926
9,lab_1_2,0,0.1118039713083916,0.0559023434184321,2.2360794261678336,2.23606797749979,20.0,-0.029657472084191235,0.42656805709923384
10,lab_1_3,1,12.513858438965908,3.0595350250522837,1126.2472595069316,1085.792797913119,90.0,-0.837106811959979,0.5486335963830027
11,lab_1_4,0,6.274431987095902,0.8405374704959769,250.97727948383607,247.5419156425837,40.0,-0.7441723209272803,0.5565710841851147
12,lab_1_5,1,7.744554967235016,3.0349393031428376,867.3901563303218,255.01764644824087,112.0,0.12994205832039754,0.5803540473798565
13,lab_1_6,1,13.423882295707177,3.3298077200006366,1141.02999513511,1045.1913700370856,85.0,4.254389479347797,0.5598627072343609
14,lab_1_7,1,4.042375201204968,1.220241852868358,189.9916344566335,146.57762448614045,47.0,-1.8179695403825096,0.5969369619944979
15,lab_1_8,1,5.361343395001338,2.319697609792176,42.890747160010704,42.2965719651132,8.0,-4.22176199215552,0.5579650854395278
16,lab_1_9,1,15.265199339138317,1.818522056425069,45.79559801741495,45.79301256742124,3.0,0.0012927249968521792,0.5404956978512694
17,lab_2_0,1,8.566769506125334,4.8895649986455805,436.905244812392,380.1473398565351,51.0,-4.52189510375216,0.6040046054673721
18,lab_2_1,1,6.789065377066827,3.2451956492599114,862.211302887487,688.7437840009883,127.0,-0.8332689012478526,0.5763543162322985
19,lab_2_2,1,14.027560283552868,1.8884398440198864,659.2953333269847,641.0818980442358,47.0,3.093376811456185,0.5492526223754619
20,lab_2_3,1,8.696963940553196,2.439224173454702,791.4237185903409,585.702996406882,91.0,2.0108573414766475,0.5594700293136586
21,lab_2_4,0,0.0727721087289137,0.0008418075742379,22.04994894486085,21.54065922853801,303.0,-0.0004756212872280584,0.5405758692520972
22,lab_2_5,1,14.69731889148386,3.3635014087043094,543.8007989849028,439.7101317913882,37.0,10.745085932263597,0.577153379288063
23,lab_2_6,1,9.911454996930708,3.418733587721817,1030.7913196807935,542.2739160239961,104.0,7.063901176202311,0.5900709695636281
24,lab_2_7,1,8.528467844070706,3.965534453939248,375.25258513911103,77.0,44.0,2.2551663033556664,0.6662670828609529
25,lab_2_8,1,16.0,0.0,16.0,16.0,1.0,0.0,0.0
26,lab_2_9,1,11.23574927563762,4.029657086503839,1134.8106768393995,1002.0144709533888,101.0,6.298106768393999,0.5712084741068577
27,lab_2_10,1,7.203504630840061,4.664795252500532,151.27359724764128,84.8528137423857,21.0,5.215808486007283,0.615547692570836
28,lab_2_11,1,19.002322870005955,2.5648376577700662,171.02090583005358,170.3202865192517,9.0,0.1511556816293389,0.5480534491169665
29,lab_2_12,1,10.520108416386648,1.4412907088685465,42.08043366554659,40.311288741492746,4.0,2.7131027228641056,0.6549518068995046
30,lab_2_13,1,7.549634571381651,2.798328689599803,1102.246647421721,505.72917653621687,146.0,-1.0599506314931197,0.6255109538133076
31,lab_2_14,1,10.466302716166888,4.782590747027977,104.66302716166888,103.23759005323592,10.0,1.3852869543044457,0.5051530714158655
32,lab_2_15,1,11.716219677069349,3.474658555693355,1405.9463612483216,586.436697351044,120.0,4.134904105417247,0.5841713678663729
33,lab_2_16,1,10.36740019551718,2.5504689737360784,1140.4140215068896,747.5433097821156,110.0,1.1583865248135063,0.5794430766089146
34,lab_2_17,1,10.690850662840187,2.7152124726282807,224.50786391964397,213.7404968647729,21.0,-0.7464487675587511,0.5865297869964389
35,lab_2_18,1,12.157899982548985,1.801960663201836,559.2633991972532,549.8881704492287,46.0,2.3085918247359225,0.5552795732761571
36,lab_2_19,1,10.753185950308056,1.9734824406967584,419.3742520620142,402.7964746618322,39.0,1.8565170413696586,0.5621452147422453
37,lab_2_20,1,13.92191464191693,3.3808715892768104,361.96978068984015,305.8512710452582,26.0,0.9188502247720933,0.630306215378507
38,lab_3_0,1,4.975789698580143,3.4432540437426797,363.2326479963504,232.76812496559748,73.0,3.217083700582151,0.5907072642273578
39,lab_3_1,0,0.1680123997266275,0.7710666508327243,50.23570751826162,19.4164878389476,299.0,0.058654930231862086,0.5480103051274545
40,lab_3_2,0,0.0483891304921018,0.0234233342062011,14.468350017138466,8.06225774829855,299.0,-0.042753859002892164,0.5429891851708828
41,lab_3_3,0,0.0576932979912883,0.045847702177776,17.25029609939523,5.0,299.0,-0.07440394241630195,0.3839484501686327
42,lab_3_4,0,0.0877682585386578,0.0220954984999406,26.242709303058707,9.848857801796104,299.0,-0.047898394170302915,0.5422908488027688
43,lab_3_5,0,0.115018798935133,0.0864333426072486,34.39062088160477,6.0,299.0,-0.2766441962142777,0.49950436543226884
44,lab_3_6,0,0.1282289383020005,0.0509583236888658,38.34045255229815,8.06225774829855,299.0,0.0035773555036551553,0.5420828786844629
45,lab_3_7,0,0.0615552128547094,0.0313122036620007,18.405008643558112,8.06225774829855,299.0,-0.014862025283579643,0.5428211324578163
46,lab_3_8,0,0.1156742802728116,0.0515148711888242,34.586609801570674,18.35755975068582,299.0,0.018385887096476393,0.5510442132459362
47,lab_3_9,0,0.0783565128622351,0.0648965425881569,23.42859734580832,19.313207915827967,299.0,0.05152885015373237,0.4133819948518056
48,lab_3_10,0,0.0895632416510553,0.050783009356172,26.77940925366553,12.806248474865695,299.0,-0.01939607245922631,0.5535530828849146
49,lab_3_11,0,0.0994428313359263,0.0026093897032862,29.73340656944196,26.419689627245813,299.0,0.009530277887981154,0.5406489062045445
50,lab_3_12,1,10.660132677639291,1.7401833126982893,31.98039803291788,31.144823004794876,3.0,3.174193398482643,0.5971189278701791
51,lab_3_13,1,7.784264001902853,2.7256271704855126,490.40863211987977,444.2881947565117,63.0,-0.026404797778053053,0.5858001075550915
52,lab_3_14,1,8.43898841478399,3.3503210302491664,286.92560610265565,242.53865671269807,34.0,-2.2575561069794676,0.6619891016992163
53,lab_4_0,1,9.948813522422304,2.2315150723867685,447.6966085090037,446.6538221049945,45.0,-1.2129369480318912,0.5428303045725715
